journal,value
Journal of Bio-X Research,0
Journal of Bisexuality,0
Journal of Black Psychology,0
Journal of Black Studies,0
"Journal of Bodies, Sexualities, and Masculinities",0
Journal of Borderlands Studies,0
Journal of Brachial Plexus and Peripheral Nerve Injury,0
Journal of Brain Science,0
Journal of Brand Management,0
Journal of Brand Strategy,0
Journal of Bridge Engineering,0
Journal of British and Irish Innovative Poetry,0
Journal of British Cinema and Television,0
Journal of British Studies,0
Journal of Broadcasting and Electronic Media,0
Journal of Buddhist Anthropology,0
Journal of Buddhist Ethics,0
Journal of Building Appraisal,0
Journal of Building Engineering,0
Journal of Building Material Science,0
Journal of Building Pathology and Rehabilitation,0
Journal of Building Performance Simulation,0
Journal of Building Physics,0
Journal of Burma Studies,0
Journal of Business Analytics,1
Journal of Business and Economic Statistics,0
Journal of Business and Entrepreneurship,0
Journal of Business and Finance Librarianship,0
Journal of Business and Industrial Marketing,0
Journal of Business and Psychology,0
Journal of Business and Retail Management Research,0
Journal of Business and Socio-economic Development,0
Journal of Business and Technical Communication,0
Journal of Business Communication,0
Journal of Business Continuity and Emergency Planning,0
Journal of Business Cycle Research,0
Journal of Business Economics,0
Journal of Business Economics and Management,0
Journal of Business Ethics,0
Journal of Business Ethics Education,0
Journal of Business Finance and Accounting,0
Journal of Business Law,0
Journal of Business Logistics,0
Journal of Business Models,0
Journal of Business Research,0
Journal of Business Strategy,0
Journal of Business Valuation and Economic Loss Analysis,0
Journal of Business Venturing,0
Journal of Business Venturing Insights,0
Journal of Business-to-Business Marketing,0
Journal of Canadian Studies,0
Journal of Cannabis Research,0
Journal of Capital Markets Studies,0
Journal of Career Assessment,0
Journal of Career Development,0
Journal of Cases on Information Technology,1
Journal of Cataract and Refractive Surgery,0
Journal of Catholic Education,0
Journal of Causal Inference,1
Journal of Cellular Automata,0
Journal of Cellular Neuroscience and Oxidative Stress,0
Journal of Celtic Linguistics,0
Journal of Central Banking Law and Institutions,0
Journal of Central Banking Theory and Practice,0
Journal of Central Nervous System Disease,0
Journal of Central South University,0
Journal of Central South University of Technology (English Edition),0
Journal of Cerebral Blood Flow and Metabolism,0
Journal of Change Management,1
Journal of Chemical Education,0
Journal of Chemical Information and Modeling,1
Journal of Chemical Neuroanatomy,0
Journal of Chemical Technology and Metallurgy,0
Journal of Chemical Theory and Computation,0
Journal of Cheminformatics,1
Journal of Chemometrics,0
Journal of Child and Adolescent Mental Health,0
Journal of Child and Adolescent Substance Abuse,0
Journal of Child and Family Studies,0
Journal of Child Custody,0
Journal of Child Language,0
Journal of Child Psychology and Psychiatry and Allied Disciplines,0
Journal of Child Psychotherapy,0
"Journal of Child Sexual Abuse: Research, Treatment, and Program Innovations for Victims, Suvivors, and Offenders",0
"Journal of Childhood, Education and Society",0
Journal of Children and Media,0
Journal of Children and Poverty,0
Journal of Children's Services,0
Journal of China Tourism Research,0
Journal of China Universities of Posts and Telecommunications,0
Journal of Chinese Architecture and Urbanism,0
Journal of Chinese Cinemas,0
Journal of Chinese Economic and Business Studies,0
Journal of Chinese Economic and Foreign Trade Studies,0
Journal of Chinese Film Studies,0
Journal of Chinese Governance,0
Journal of Chinese History,0
Journal of Chinese Human Resources Management,0
Journal of Chinese Humanities,0
Journal of Chinese Linguistics,0
Journal of Chinese Literature and Culture,0
Journal of Chinese Military History,0
Journal of Chinese Overseas,0
Journal of Chinese Philosophy,0
Journal of Chinese Political Science,0
Journal of Chinese Religions,0
Journal of Chinese Sociology,0
Journal of Chinese Writing Systems,0
Journal of Choice Modelling,1
Journal of Christian Education,0
Journal of Church and State,0
Journal of Cinema and Media Studies,0
Journal of Circadian Rhythms,0
"Journal of Circuits, Systems and Computers",0
Journal of Civil Engineering and Management,0
Journal of Civil Engineering Education,0
Journal of Civil Law Studies,0
Journal of Civil Society,0
Journal of Civil Structural Health Monitoring,0
Journal of Classical Analysis,0
Journal of Classical Sociology,0
Journal of Classics Teaching,0
Journal of Classification,1
Journal of Classroom Interaction,0
Journal of Cleaner Production,0
Journal of Climate Finance,0
Journal of Clinical and Experimental Neuropsychology,0
Journal of Clinical Child and Adolescent Psychology,0
Journal of Clinical Ethics,0
Journal of Clinical Neurology,0
Journal of Clinical Neurology (Korea),0
Journal of Clinical Neuromuscular Disease,0
Journal of Clinical Neurophysiology,0
Journal of Clinical Neuroscience,0
Journal of Clinical Psychology,0
Journal of Clinical Psychology in Medical Settings,0
Journal of Clinical Psychology Research,0
Journal of Clinical Sleep Medicine,0
Journal of Clinical Sport Psychology,0
Journal of Cloud Computing,0
Journal of Cognition,1
Journal of Cognition and Culture,0
Journal of Cognition and Development,0
Journal of Cognitive and Behavioral Psychotherapies,0
Journal of Cognitive Education and Psychology,0
Journal of Cognitive Engineering and Decision Making,1
Journal of Cognitive Enhancement,0
Journal of Cognitive Neuroscience,0
Journal of Cognitive Psychology,0
Journal of Cognitive Psychotherapy,0
Journal of Cognitive Science,1
Journal of Cold War Studies,0
Journal of College Counseling,0
Journal of College of Sharia and Islamic Studies,0
Journal of College Reading and Learning,0
Journal of College Science Teaching,0
Journal of College Student Development,0
Journal of College Student Psychotherapy,0
"Journal of College Student Retention: Research, Theory and Practice",0
Journal of Colonialism and Colonial History,0
Journal of Combinatorial Algebra,0
Journal of Combinatorial Designs,0
Journal of Combinatorial Mathematics and Combinatorial Computing,0
Journal of Combinatorial Optimization,0
Journal of Combinatorial Theory. Series A,0
Journal of Combinatorial Theory. Series B,0
Journal of Combinatorics,0
Journal of Commercial Biotechnology,0
Journal of Commodity Markets,0
Journal of Common Market Studies,0
Journal of Commonwealth and Postcolonial Studies,0
Journal of Commonwealth Literature,0
Journal of Communication and Media Studies,0
Journal of Communication Disorders,0
Journal of Communication in Healthcare,0
Journal of Communication Inquiry,0
Journal of Communication Management,0
Journal of Communications,0
Journal of Communications and Information Networks,0
Journal of Communications and Networks,0
Journal of Communications Software and Systems,0
Journal of Communications Technology and Electronics,0
Journal of Communist Studies and Transition Politics,0
Journal of Community and Applied Social Psychology,0
Journal of Community Archaeology and Heritage,0
Journal of Community Health,0
Journal of Community Positive Practices,0
Journal of Community Practice,0
Journal of Community Psychology,0
Journal of Commutative Algebra,0
Journal of Comparative Asian Development,0
Journal of Comparative Economics,0
Journal of Comparative Family Studies,0
Journal of Comparative Germanic Linguistics,0
Journal of Comparative Neurology,0
Journal of Comparative Policy Analysis: Research and Practice,0
Journal of Comparative Politics,0
Journal of Comparative Psychology,0
Journal of Comparative Social Welfare,0
Journal of Comparative Social Work,0
Journal of Competition Law and Economics,0
Journal of Competitiveness,0
Journal of Complex Analysis,0
Journal of Complex Networks,0
Journal of Complexity,0
Journal of Composite Materials,0
Journal of Composites for Construction,0
Journal of Composites Science,0
Journal of Computational Acoustics,0
Journal of Computational Analysis and Applications,0
Journal of Computational and Applied Mathematics,0
Journal of Computational and Applied Research in Mechanical Engineering,0
Journal of Computational and Cognitive Engineering,1
Journal of Computational and Graphical Statistics,0
Journal of Computational and Nonlinear Dynamics,0
Journal of Computational and Theoretical Nanoscience,0
Journal of Computational and Theoretical Transport,0
Journal of Computational Applied Mechanics,0
Journal of Computational Biology,0
Journal of Computational Biophysics and Chemistry,0
Journal of Computational Chemistry,0
Journal of Computational Design and Engineering,0
Journal of Computational Dynamics,0
Journal of Computational Electronics,0
Journal of Computational Finance,0
Journal of Computational Geometry,0
Journal of Computational Information Systems,0
Journal of Computational Mathematics,0
Journal of Computational Mathematics and Data Science,1
Journal of Computational Mathematics and Optimization,0
Journal of Computational Methods in Sciences and Engineering,0
Journal of Computational Multiphase Flows,0
Journal of Computational Neuroscience,0
Journal of Computational Physics,0
Journal of Computational Physics: X,0
Journal of Computational Science,0
Journal of Computational Social Science,1
Journal of Computer and System Sciences,0
Journal of Computer and Systems Sciences International,0
Journal of Computer Applications in Archaeology,0
Journal of Computer Assisted Learning,1
Journal of Computer Information Systems,0
Journal of Computer Languages,0
Journal of Computer Networks and Communications,0
Journal of Computer Science,0
Journal of Computer Science and Technology,0
Journal of Computer Science and Technology (Argentina),0
Journal of Computer Security,0
"Journal of Computer Systems, Networks, and Communications",0
Journal of Computer Virology and Hacking Techniques,0
Journal of Computer-Aided Molecular Design,0
Journal of Computer-Mediated Communication,1
Journal of Computers,0
Journal of Computers (Taiwan),0
Journal of Computers in Education,1
Journal of Computing and Information Science in Engineering,0
Journal of Computing and Information Technology,0
Journal of Computing in Civil Engineering,0
Journal of Computing in Higher Education,1
Journal of Computing Science and Engineering,0
Journal of Conflict and Security Law,0
Journal of Conflict Archaeology,0
Journal of Conflict Resolution,0
Journal of Confucian Philosophy and Culture,0
Journal of Consciousness Studies,1
Journal of Conservation and Museum Studies,0
Journal of Construction Engineering and Management,0
Journal of Construction in Developing Countries,0
Journal of Constructional Steel Research,0
Journal of Constructivist Psychology,0
Journal of Consulting and Clinical Psychology,0
Journal of Consumer Affairs,0
Journal of Consumer Behaviour,0
Journal of Consumer Culture,0
Journal of Consumer Health on the Internet,0
Journal of Consumer Marketing,0
Journal of Consumer Policy,0
Journal of Consumer Psychology,1
Journal of Consumer Research,1
"Journal of Consumer Satisfaction, Dissatisfaction and Complaining Behavior",0
Journal of Contemporary Accounting and Economics,0
Journal of Contemporary African Studies,0
Journal of Contemporary Applied Mathematics,0
Journal of Contemporary Archaeology,0
Journal of Contemporary Asia,0
Journal of Contemporary Central and Eastern Europe,0
Journal of Contemporary China,0
Journal of Contemporary Chinese Art,0
Journal of Contemporary Criminal Justice,0
Journal of Contemporary Drama in English,0
Journal of Contemporary East Asia Studies,0
Journal of Contemporary Eastern Asia,0
Journal of Contemporary Ethnography,0
Journal of Contemporary European Research,0
Journal of Contemporary European Studies,0
Journal of Contemporary History,0
Journal of Contemporary Iraq and the Arab World,0
Journal of Contemporary Mathematical Analysis,0
Journal of Contemporary Painting,0
Journal of Contemporary Psychotherapy,0
Journal of Contemporary Religion,0
"Journal of Content, Community and Communication",1
Journal of Contextual Behavioral Science,0
Journal of Contextual Economics-Schmollers Jahrbuch,0
Journal of Contingencies and Crisis Management,0
Journal of Continuing Education in Nursing,0
Journal of Continuing Education in the Health Professions,0
Journal of Continuing Higher Education,0
Journal of Control and Decision,1
Journal of Control Science and Engineering,0
Journal of Control Theory and Applications,0
Journal of Convention and Event Tourism,0
Journal of Convergence Information Technology,0
Journal of Convex Analysis,0
Journal of Co-operative Organization and Management,0
Journal of Coptic Studies,0
Journal of Corporate Accounting and Finance,0
Journal of Corporate Finance,0
Journal of Corporate Finance Research,0
Journal of Corporate Law Studies,0
Journal of Corporate Real Estate,0
Journal of Counseling and Development,0
Journal of Counseling Psychology,0
Journal of Counselor Leadership and Advocacy,0
Journal of Couple and Relationship Therapy,0
Journal of Creating Value,0
Journal of Creative Behavior,0
Journal of Creative Communications,0
Journal of Creative Music Systems,0
Journal of Creativity,0
Journal of Creativity in Mental Health,0
Journal of Credit Risk,0
Journal of Crime and Justice,0
Journal of Criminal Justice,0
Journal of Criminal Justice and Popular Culture,0
Journal of Criminal Justice Education,0
Journal of Criminal Law,0
Journal of Criminal Law and Criminology,0
Journal of Criminal Psychology,0
"Journal of Criminological Research, Policy and Practice",0
Journal of Criminology,0
Journal of Critical Infrastructure Policy,0
Journal of Critical Realism,0
Journal of Cross-Cultural Gerontology,0
Journal of Cross-Cultural Psychology,1
Journal of Cryptographic Engineering,0
Journal of Cryptology,0
Journal of Cultural Analysis and Social Change,0
Journal of Cultural Analytics,0
Journal of Cultural Cognitive Science,0
Journal of Cultural Economics,0
Journal of Cultural Economy,0
Journal of Cultural Geography,0
Journal of Cultural Heritage,0
Journal of Cultural Heritage Management and Sustainable Development,0
Journal of Cultural Marketing Strategy,0
Journal of Culture and Values in Education,0
Journal of Cuneiform Studies,0
Journal of Curatorial Studies,0
Journal of Current Chinese Affairs,0
Journal of Current Issues and Research in Advertising,0
Journal of Current Southeast Asian Affairs,0
Journal of Curriculum and Pedagogy,0
Journal of Curriculum and Teaching,0
Journal of Curriculum Studies,0
Journal of Curriculum Studies Research,0
Journal of Cyber Security and Mobility,1
Journal of Cyber Security Technology,1
Journal of Cyber Therapy and Rehabilitation,0
Journal of Cybersecurity,1
Journal of Cybersecurity and Information Management,1
Journal of Cybersecurity and Privacy,1
Journal of Cycling and Micromobility Research,0
Journal of Dance and Somatic Practices,0
Journal of Dance Education,0
Journal of Daoist Studies,0
Journal of Data and Information Quality,1
Journal of Data and Information Science,1
Journal of Data Protection and Privacy,0
Journal of Data Science,1
"Journal of Data, Information and Management",1
Journal of Database Management,1
Journal of Database Marketing and Customer Strategy Management,1
Journal of Deaf Studies and Deaf Education,0
Journal of Decision Systems,1
Journal of Defense Analytics and Logistics,1
Journal of Defense Modeling and Simulation,1
Journal of Degraded and Mining Lands Management,0
Journal of Deliberative Democracy,0
Journal of Democracy,0
Journal of Dental Education,0
Journal of Dental Materials and Techniques,0
Journal of Derivatives,0
Journal of Derivatives and Hedge Funds,0
Journal of Derivatives and Quantitative Studies,0
Journal of Design and Built Environment,0
Journal of Design History,0
Journal of Design Research,0
"Journal of Design, Business and Society",0
Journal of Destination Marketing and Management,0
Journal of Developing Societies,0
Journal of Development Economics,0
Journal of Development Effectiveness,0
Journal of Development Studies,0
Journal of Developmental and Behavioral Pediatrics,0
Journal of Developmental and Life-Course Criminology,0
Journal of Developmental and Physical Disabilities,0
Journal of Developmental Entrepreneurship,0
Journal of Dharma,0
Journal of Dharma Studies,0
Journal of Diabetes Science and Technology,0
Journal of Difference Equations and Applications,0
Journal of Differential Equations,0
Journal of Differential Geometry,0
Journal of Digital and Social Media Marketing,0
Journal of Digital Economy,1
Journal of Digital Forensic Practice,0
Journal of Digital Imaging,0
Journal of Digital Information,1
Journal of Digital Information Management,1
Journal of Digital Landscape Architecture,0
Journal of Digital Learning in Teacher Education,0
Journal of Digital Media and Policy,0
Journal of Digital Social Research,0
"Journal of Direct, Data and Digital Marketing Practice",0
Journal of Disability and Religion,0
Journal of Disability Policy Studies,0
Journal of Disability Research,0
Journal of Disability Studies in Education,0
Journal of Disaster and Risk,0
Journal of Disaster Research,0
Journal of Discrete Algorithms,0
Journal of Discrete Mathematical Sciences and Cryptography,0
Journal of Distribution Science,0
Journal of Diversity in Higher Education,0
Journal of Divorce and Remarriage,0
Journal of Donghua University (English Edition),0
Journal of Drug and Alcohol Research,0
Journal of Drug Education,0
Journal of Drug Issues,0
Journal of Drug Policy Analysis,0
Journal of Dynamic Behavior of Materials,0
"Journal of Dynamic Systems, Measurement and Control",0
Journal of Dynamical and Control Systems,0
Journal of Dynamics and Differential Equations,0
Journal of Dynamics and Games,0
"Journal of Dynamics, Monitoring and Diagnostics",0
Journal of Early Adolescence,0
Journal of Early American History,0
Journal of Early Childhood Literacy,0
Journal of Early Childhood Research,0
Journal of Early Childhood Teacher Education,0
Journal of Early Christian History,0
Journal of Early Christian Studies,0
Journal of Early Intervention,0
Journal of Early Modern Christianity,0
Journal of Early Modern History,0
Journal of Early Modern Studies,0
Journal of Earthquake Engineering,0
Journal of East Asia and International Law,0
Journal of East Asian Cultures,0
Journal of East Asian Linguistics,0
Journal of East Asian Studies,0
Journal of East European Management Studies,0
Journal of Eastern African Studies,0
Journal of Eastern European and Central Asian Research,0
Journal of Eastern Mediterranean Archaeology and Heritage Studies,0
Journal of East-West Business,0
Journal of Eating Disorders,0
Journal of Ecclesiastical History,0
Journal of Ecohumanism,0
Journal of Ecohydraulics,0
Journal of Ecology and Rural Environment,0
Journal of Econometric Methods,1
Journal of Econometrics,1
Journal of Economic and Administrative Sciences,0
Journal of Economic and Financial Sciences,0
Journal of Economic and Social Measurement,0
Journal of Economic Asymmetries,0
Journal of Economic Behavior and Organization,1
Journal of Economic Cooperation and Development,0
Journal of Economic Development,0
Journal of Economic Dynamics and Control,1
Journal of Economic Education,0
Journal of Economic Geography,0
Journal of Economic Growth,0
Journal of Economic History,0
Journal of Economic Inequality,0
Journal of Economic Integration,0
Journal of Economic Interaction and Coordination,1
Journal of Economic Issues,0
Journal of Economic Literature,0
Journal of Economic Methodology,0
Journal of Economic Perspectives,0
Journal of Economic Policy Reform,0
Journal of Economic Psychology,1
Journal Of Economic Sciences: Theory And Practice,0
Journal of Economic Structures,0
Journal of Economic Surveys,0
Journal of Economic Theory,0
Journal of Economic Theory and Econometrics,0
Journal of Economics and Business,0
Journal of Economics and Development,0
Journal of Economics and Economic Education Research,0
Journal of Economics and Finance,0
Journal of Economics and Management (Poland),0
Journal of Economics and Management Strategy,0
"Journal of Economics, Finance and Administrative Science",0
"Journal of Economics, Race, and Policy",0
Journal of Economics/ Zeitschrift fur Nationalokonomie,0
Journal of Ecotourism,0
Journal of ECT,0
Journal of Ecumenical Studies,0
Journal of Edge Computing,0
Journal of Education (South Africa),0
Journal of Education and Christian Belief,0
Journal of Education and Community Health,0
Journal of Education and e-Learning Research,0
Journal of Education and Health Promotion,0
Journal of Education and Human Development,0
Journal of Education and Learning,0
Journal of Education and Work,0
Journal of Education Culture and Society,0
Journal of Education Finance,0
Journal of Education for Business,0
Journal of Education for Library and Information Science,0
Journal of Education for Students Placed at Risk,0
Journal of Education for Teaching,0
Journal of Education Human Resources,0
Journal of Education in Muslim Societies,0
Journal of Education Policy,0
Journal of Educational Administration and History,0
Journal of Educational and Behavioral Statistics,1
Journal of Educational and Psychological Consultation,0
Journal of Educational and Social Research,0
Journal of Educational Change,0
Journal of Educational Computing Research,0
Journal of Educational Data Mining,1
Journal of Educational Enquiry,0
Journal of Educational Evaluation for Health Professions,0
Journal of Educational Measurement,0
Journal of Educational Media and Library Sciences,0
"Journal of Educational Media, Memory, and Society",0
Journal of Educational Multimedia and Hypermedia,0
Journal of Educational Psychology,0
Journal of Educational Technology Development and Exchange,0
Journal of Educational Thought,0
"Journal of Educational, Cultural and Psychological Studies",0
Journal of Educators Online,0
Journal of Egyptian Archaeology,0
Journal of Egyptian History,0
Journal of Egyptian Public Health Association,0
Journal of Elasticity,0
Journal of Elder Abuse and Neglect,0
Journal of E-Learning and Knowledge Society,0
"Journal of Elections, Public Opinion and Parties",0
Journal of Electric Propulsion,0
Journal of Electrical and Computer Engineering,0
Journal of Electrical and Electronics Engineering,0
Journal of Electrical Bioimpedance,0
Journal of Electrical Engineering and Technology,0
Journal of Electrical Systems,0
Journal of Electroceramics,0
Journal of Electrochemical Energy Conversion and Storage,0
Journal of Electromagnetic Engineering and Science,0
Journal of Electromagnetic Waves and Applications,0
Journal of Electromyography and Kinesiology,0
Journal of Electronic Commerce in Organizations,0
Journal of Electronic Commerce Research,0
Journal of Electronic Imaging,0
Journal of Electronic Materials,0
Journal of Electronic Measurement and Instrumentation,0
Journal of Electronic Packaging,0
Journal of Electronic Publishing,0
Journal of Electronic Resources in Medical Libraries,0
Journal of Electronic Resources Librarianship,0
Journal of Electronic Science and Technology,0
Journal of Electronic Testing: Theory and Applications (JETTA),0
Journal of Electronics,0
"Journal of Electronics, Electromedical Engineering, and Medical Informatics",0
Journal of Electrostatics,0
Journal of Elliptic and Parabolic Equations,0
Journal of EMDR Practice and Research,0
Journal of Emergency Management,0
Journal of Emerging Market Finance,0
Journal of Emerging Technologies in Accounting,0
Journal of Emerging Technologies in Web Intelligence,0
Journal of Emotional and Behavioral Disorders,0
Journal of Empirical Finance,0
Journal of Empirical Generalisations in Marketing Science,0
Journal of Empirical Legal Studies,0
Journal of Empirical Research on Human Research Ethics,0
Journal of Empirical Theology,0
Journal of Employment Counseling,0
Journal of Enabling Technologies,0
Journal of Energy and Development,0
Journal of Energy and Natural Resources Law,0
Journal of Energy Engineering,0
Journal of Energy in Southern Africa,0
Journal of Energy Markets,0
Journal of Energy Resources Technology,0
Journal of Energy Storage,0
Journal of Engineering,0
Journal of Engineering (United Kingdom),0
Journal of Engineering and Applied Science,0
Journal of Engineering and Applied Sciences,0
Journal of Engineering and Sustainable Development,0
Journal of Engineering and Technological Sciences,0
Journal of Engineering and Technology for Industrial Applications,0
Journal of Engineering and Technology Management - JET-M,0
Journal of Engineering Design,0
Journal of Engineering Education,0
Journal of Engineering Education Transformations,0
Journal of Engineering for Gas Turbines and Power,0
Journal of Engineering for Sustainable Buildings and Cities,0
Journal of Engineering Materials and Technology,0
Journal of Engineering Physics and Thermophysics,0
Journal of Engineering Research,0
Journal of Engineering Research (Kuwait),0
Journal of Engineering Science and Technology,0
Journal of Engineering Science and Technology Review,0
Journal of Engineering Sciences,0
Journal of Engineering Technology,0
Journal of Engineering Thermophysics,0
"Journal of Engineering, Computing and Architecture",0
"Journal of Engineering, Design and Technology",0
"Journal of Engineering, Project, and Production Management",0
Journal of English and Germanic Philology,0
Journal of English as a Lingua Franca,0
Journal of English as an International Language,0
Journal of English for Academic Purposes,0
Journal of English for Research Publication Purposes,0
Journal of English Language and Literature,0
Journal of English Linguistics,0
Journal of English Studies,0
Journal of Enhanced Heat Transfer,0
Journal of Enterprise Information Management,1
Journal of Enterprise Transformation,0
Journal of Enterprising Communities,0
Journal of Entrepreneurial and Organizational Diversity,0
Journal of Entrepreneurship,0
Journal of Entrepreneurship and Innovation in Emerging Economies,0
Journal of Entrepreneurship and Public Policy,0
Journal of Entrepreneurship Education,0
Journal of Entrepreneurship in Emerging Economies,0
"Journal of Entrepreneurship, Management and Innovation",0
Journal of Environment and Development,0
Journal of Environmental Accounting and Management,0
Journal of Environmental Assessment Policy and Management,0
Journal of Environmental Chemical Engineering,0
Journal of Environmental Economics and Management,0
Journal of Environmental Economics and Policy,0
Journal of Environmental Education,0
Journal of Environmental Engineering (United States),0
Journal of Environmental Health and Sustainable Development,0
Journal of Environmental Informatics,0
Journal of Environmental Law,0
Journal of Environmental Law and Litigation,0
Journal of Environmental Law and Policy,0
Journal of Environmental Management and Tourism,0
Journal of Environmental Media,0
Journal of Environmental Planning and Management,0
Journal of Environmental Psychology,1
Journal of Environmental Science and Sustainable Development,0
Journal of Environmental Studies and Sciences,0
Journal of Epigraphic Studies,0
Journal of Eta Maritime Science,0
Journal of Ethics,1
Journal of Ethnic and Cultural Diversity in Social Work,0
Journal of Ethnic and Cultural Studies,0
Journal of Ethnic and Migration Studies,0
Journal of Ethnic Foods,0
Journal of Ethnicity in Criminal Justice,0
Journal of Ethnicity in Substance Abuse,0
Journal of Ethnobiology,0
Journal of Ethnobiology and Ethnomedicine,0
Journal of Ethnology and Folkloristics,0
Journal of Eurasian Studies,0
Journal of European Competition Law and Practice,0
Journal of European Economic History,0
Journal of European Industrial Training,0
Journal of European Integration,0
Journal of European Integration History,0
Journal of European Periodical Studies,0
Journal of European Public Policy,0
Journal of European Real Estate Research,0
Journal of European Social Policy,0
Journal of European Studies,0
Journal of European Tort Law,0
Journal of Evidence-Based Psychotherapies,0
Journal of Evidence-Based Social Work,0
Journal of Evidence-Based Social Work (United States),0
Journal of Evidence-Informed Social Work,0
Journal of Evolution Equations,0
Journal of Evolutionary Economics,0
Journal of Evolutionary Psychology,0
Journal of Evolutionary Studies in Business,0
Journal of Experiential Education,0
Journal of Experimental and Theoretical Artificial Intelligence,1
Journal of Experimental Child Psychology,0
Journal of Experimental Criminology,0
Journal of Experimental Education,0
Journal of Experimental Nanoscience,0
Journal of Experimental Neuroscience,0
Journal of Experimental Political Science,0
Journal of Experimental Psychology: Animal Behavior Processes,0
Journal of Experimental Psychology: Animal Learning and Cognition,0
Journal of Experimental Psychology: Applied,0
Journal of Experimental Psychology: General,0
Journal of Experimental Psychology: Human Perception and Performance,0
Journal of Experimental Psychology: Learning Memory and Cognition,0
Journal of Experimental Psychopathology,0
Journal of Experimental Social Psychology,1
Journal of Experimental Stroke and Translational Medicine,0
Journal of Extension,0
Journal of Eye Movement Research,0
Journal of Facade Design and Engineering,0
Journal of Facilities Management,0
Journal of Failure Analysis and Prevention,0
Journal of Family and Economic Issues,0
Journal of Family Business Management,0
Journal of Family Business Strategy,0
Journal of Family Communication,0
Journal of Family History,0
Journal of Family Issues,0
Journal of Family Psychology,0
Journal of Family Psychotherapy,0
Journal of Family Research,0
Journal of Family Social Work,0
Journal of Family Studies,0
Journal of Family Theory and Review,0
Journal of Family Therapy,0
"Journal of Family Trauma, Child Custody and Child Development",0
Journal of Family Violence,0
Journal of Fashion Marketing and Management,0
Journal of Fatwa Management and Research,0
Journal of Feminist Family Therapy,0
Journal of Feminist Studies in Religion,0
Journal of Fiber Bioengineering and Informatics,0
Journal of Fiber Science and Technology,0
Journal of Field Archaeology,0
Journal of Field Robotics,1
Journal of Film and Video,0
Journal of Finance,0
Journal of Finance and Data Science,1
Journal of Financial and Quantitative Analysis,0
Journal of Financial Counseling and Planning,0
Journal of Financial Crime,0
Journal of Financial Data Science,1
Journal of Financial Econometrics,0
Journal of Financial Economic Policy,0
Journal of Financial Economics,0
Journal of Financial Intermediation,0
Journal of Financial Management of Property and Construction,0
"Journal of Financial Management, Markets and Institutions",0
Journal of Financial Markets,0
Journal of Financial Regulation,0
Journal of Financial Regulation and Compliance,0
Journal of Financial Reporting and Accounting,0
Journal of Financial Research,0
Journal of Financial Services Marketing,0
Journal of Financial Services Research,0
Journal of Financial Stability,0
Journal of Financial Therapy,0
Journal of Finnish Studies,0
Journal of Fire Protection Engineering,0
Journal of Fire Sciences,0
Journal of First-generation Student Success,0
Journal of Fixed Income,0
Journal of Fixed Point Theory and Applications,0
Journal of Flood Risk Management,0
Journal of Fluency Disorders,0
Journal of Fluid Science and Technology,0
Journal of Fluids and Structures,0
Journal of Fluids Engineering,0
Journal of Folklore Research,0
Journal of Food Distribution Research,0
Journal of Food Measurement and Characterization,0
Journal of Food Products Marketing,0
Journal of Food Quality,0
Journal of Food Science Education,0
Journal of Forecasting,1
Journal of Foreign Languages and Cultures,0
Journal of Forensic and Legal Medicine,0
Journal of Forensic Document Examination,0
Journal of Forensic Medicine Science and Law,0
Journal of Forensic Nursing,0
Journal of Forensic Practice,0
Journal of Forensic Psychiatry and Psychology,0
Journal of Forensic Psychology Practice,0
Journal of Forensic Psychology Research and Practice,0
Journal of Forensic Science and Medicine,0
Journal of Forest Economics,0
Journal of Formalized Reasoning,1
Journal of Fourier Analysis and Applications,0
Journal of Fractal Geometry,0
Journal of French Language Studies,0
Journal of Friction and Wear,0
Journal of Frontier Studies,0
Journal of Frontiers of Computer Science and Technology,1
Journal of Fuel Cell Science and Technology,0
Journal of Function Spaces,0
Journal of Function Spaces and Applications,0
Journal of Functional Analysis,0
Journal of Functional Biomaterials,0
Journal of Functional Materials and Devices,0
Journal of Functional Programming,0
Journal of Further and Higher Education,0
Journal of Futures Markets,0
Journal of Futures Studies,0
Journal of Fuzzy Extension and Applications,1
Journal of Gambling Issues,0
Journal of Gambling Studies,0
Journal of Gaming and Virtual Worlds,0
Journal of Gang Research,0
Journal of Gay and Lesbian Mental Health,0
Journal of Gay and Lesbian Social Services,0
Journal of Gender and Sexuality Studies,0
Journal of Gender Studies,0
Journal of Gender-Based Violence,0
Journal of General Education,0
Journal of General Management,0
Journal of General Music Education,0
Journal of General Psychology,0
Journal of Generalized Lie Theory and Applications,0
Journal of Genetic Psychology,0
Journal of Genocide Research,0
Journal of Geodetic Science,0
Journal of Geographical Systems,0
Journal of Geography,0
Journal of Geography (Chigaku Zasshi),0
Journal of Geography in Higher Education,0
Journal of Geometric Analysis,0
Journal of Geometric Mechanics,0
Journal of Geometry,0
Journal of Geometry and Physics,0
Journal of Geometry and Symmetry in Physics,0
Journal of Geophysics and Engineering,0
Journal of Geovisualization and Spatial Analysis,0
Journal of Germanic Linguistics,0
Journal of Gerontological Social Work,0
Journal of Glass Studies,0
Journal of GLBT Family Studies,0
Journal of Global Buddhism,0
Journal of Global Business and Technology,0
Journal of Global Business and Trade,0
Journal of Global Catholicism,0
Journal of Global Diaspora and Media,0
Journal of Global Economic Analysis,0
Journal of Global Environmental Engineering,0
