journal,label
Journal of the Ramanujan Mathematical Society,0
Journal of the Royal Anthropological Institute,0
Journal of the Royal Asiatic Society,0
Journal of the Royal College of Physicians of Edinburgh,0
Journal of the Royal Musical Association,0
Journal of the Royal Society Interface,0
Journal of the Royal Statistical Society. Series A: Statistics in Society,0
Journal of the Royal Statistical Society. Series B: Statistical Methodology,0
Journal of the Royal Statistical Society. Series C: Applied Statistics,0
Journal of the Serbian Society for Computational Mechanics,0
Journal of the Siam Society,0
Journal of the Society for American Music,0
Journal of the Society for Asian Humanities,0
Journal of the Society for Information Display,0
Journal of the Society for Social Work and Research,0
Journal of the Society for the Anthropology of Europe,0
Journal of the Society of Architectural Historians,0
Journal of the Society of Archivists,0
Journal of the Society of Christian Ethics,0
Journal of the South African Institution of Civil Engineering,0
Journal of the Southeast Asian Linguistics Society,0
Journal of the Southwest,0
Journal of the Statistical and Social Inquiry Society of Ireland,0
Journal of the Textile Association,0
Journal of the University of Chemical Technology and Metallurgy,0
Journal of the Warburg and Courtauld Institutes,0
Journal of the West,0
Journal of Theological Studies,0
Journal of Theoretical and Applied Electronic Commerce Research,0
Journal of Theoretical and Applied Information Technology,0
Journal of Theoretical and Applied Mechanics,0
Journal of Theoretical and Applied Mechanics (Bulgaria),0
Journal of Theoretical and Computational Acoustics,0
Journal of Theoretical and Computational Chemistry,0
Journal of Theoretical and Philosophical Psychology,0
Journal of Theoretical Biology,0
Journal of Theoretical Politics,0
Journal of Theoretical Probability,0
Journal of Theoretical Social Psychology,0
Journal of Thermal Engineering,0
Journal of Thermal Science and Engineering Applications,0
Journal of Thermal Science and Technology,0
Journal of Thermoelectricity,0
Journal of Third Military Medical University,0
Journal of Third World Studies,0
Journal of Time Series Analysis,0
Journal of Time Series Econometrics,0
Journal of Time Use Research,0
Journal of Tissue Engineering,0
Journal of Tissue Engineering and Regenerative Medicine,0
Journal of Topology,0
Journal of Topology and Analysis,0
Journal of Tort Law,0
Journal of Tourism Analysis,0
Journal of Tourism and Cultural Change,0
Journal of Tourism and Development,0
Journal of Tourism and Services,0
Journal of Tourism Futures,0
Journal of Tourism History,0
"Journal of Tourism, Heritage and Services Marketing",0
Journal of Traffic and Transportation Engineering (English Edition),0
Journal of Transatlantic Studies,0
Journal of Transformative Education,0
Journal of Transnational American Studies,0
Journal of Transnational Management,0
Journal of Trust Research,1
Journal of Transportation Engineering Part A: Systems,0
Journal of Transportation Engineering Part B: Pavements,0
Journal of Transportation Safety and Security,0
Journal of Transportation Security,0
Journal of Transportation Systems Engineering and Information Technology,0
Journal of Trauma and Dissociation,0
Journal of Traumatic Stress,0
Journal of Travel and Tourism Marketing,0
Journal of Travel Research,0
Journal of Trends in Computer Science and Smart Technology,0
Journal of Tribology,0
Journal of Tropical Biology and Conservation,0
Journal of Turbulence,0
Journal of Turkish Science Education,0
Journal of Umm Al-Qura University for Applied Sciences,0
Journal of Umm Al-Qura University for Engineering and Architecture,0
Journal of Uncertain Systems,0
Journal of Undergraduate Neuroscience Education,0
Journal of Underrepresented and Minority Progress,0
Journal of Universal Computer Science,0
Journal of Universal History Studies,0
Journal of University of Anbar for Pure Science,0
Journal of University of Science and Technology of China,0
Journal of University Teaching and Learning Practice,0
Journal of Unmanned Undersea Systems,0
Journal of Unmanned Vehicle Systems,0
Journal of Urban Affairs,0
Journal of Urban and Environmental Engineering,0
Journal of Urban and Regional Analysis,0
Journal of Urban Cultural Studies,0
Journal of Urban Culture Research,0
Journal of Urban Design,0
Journal of Urban Ecology,0
Journal of Transport and Health,0
Journal of Transport and Land Use,0
Journal of Transport and Supply Chain Management,0
Journal of Transport Economics and Policy,0
Journal of Transport Geography,0
Journal of Transport History,0
Journal of Urban Economics,0
Journal of Urban Health,0
Journal of Urban History,0
Journal of Urban Management,0
Journal of Urban Mathematics Education,0
Journal of Urban Mobility,0
Journal of Urban Regeneration and Renewal,0
Journal of Urban Technology,0
Journal of Urbanism,0
Journal of V. N. Karazin Kharkiv National University. Series 'Medicine',0
Journal of Vacation Marketing,0
Journal of Vacuum Science and Technology B,0
Journal of Vacuum Science and Technology B: Microelectronics and Nanometer Structures,0
Journal of Validation Technology,0
Journal of Value Inquiry,0
Journal of Vasyl Stefanyk Precarpathian National University,0
"Journal of Verification, Validation and Uncertainty Quantification",0
Journal of Vestibular Research: Equilibrium and Orientation,0
Journal of Veterinary Medical Education,0
Journal of Vibration and Acoustics,0
Journal of Vibration Engineering and Technologies,0
Journal of Vibration Testing and System Dynamics,0
Journal of Vibroengineering,0
Journal of Victorian Culture,0
Journal of Vietnamese Studies,0
Journal of Vinyl and Additive Technology,0
Journal of Vision,0
Journal of Visual Art and Design,0
Journal of Visual Art Practice,0
Journal of Visual Communication and Image Representation,0
Journal of Visual Communication in Medicine,0
Journal of Visual Culture,0
Journal of Visual Languages and Computing,0
Journal of Visual Literacy,0
Journal of Visual Theology,0
Journal of Visualization,0
Journal of Visualized Experiments,0
Journal of Visualized Surgery,0
Journal of VLSI Circuits and Systems,0
Journal of Vocational Behavior,0
Journal of Vocational Education and Training,0
Journal of War and Culture Studies,0
Journal of Water and Environmental Nanotechnology,0
Journal of Water and Land Development,0
Journal of Water Law,0
Journal of Water Management Modeling,0
Journal of Water Process Engineering,0
Journal of Water Sanitation and Hygiene for Development,0
Journal of Wealth Management,0
Journal of Web Engineering,0
Journal of Web Librarianship,0
Journal of Web Semantics,0
Journal of Wetland Archaeology,0
Journal of White Collar and Corporate Crime,0
Journal of Wind Engineering and Industrial Aerodynamics,0
Journal of Wine Economics,0
"Journal of Wireless Mobile Networks, Ubiquitous Computing, and Dependable Applications",0
Journal of Women and Aging,0
Journal of Women and Gender in Higher Education,0
Journal of Women and Minorities in Science and Engineering,0
"Journal of Women, Politics and Policy",0
Journal of Women's Entrepreneurship and Education,0
Journal of Women's History,0
Journal of Work-Applied Management,0
Journal of Workplace Behavioral Health,0
Journal of Workplace Learning,0
Journal of World Business,0
Journal of World Energy Law and Business,0
Journal of World History,0
Journal of World Intellectual Property,0
Journal of World Investment and Trade,0
Journal of World Languages,0
Journal of World Literature,0
Journal of World Philosophies,0
Journal of World Popular Music,0
Journal of World Prehistory,0
Journal of World Trade,0
Journal of World-Systems Research,0
Journal of Writing Analytics,0
Journal of Writing in Creative Practice,0
Journal of Writing Research,0
Journal of WSCG,0
Journal of X-Ray Science and Technology,0
Journal of Youth and Adolescence,0
Journal of Youth and Theology,0
Journal of Youth Development,0
Journal of Youth Studies,0
Journal of Zhejiang University: Science A,0
Journal of Zhejiang University: Science C,0
Journal on Asian Linguistic Anthropology,0
Journal on Chain and Network Science,0
Journal on Computing and Cultural Heritage,0
Journal on Data Semantics,0
Journal on Efficiency and Responsibility in Education and Science,0
Journal on Ethnopolitics and Minority Issues in Europe,0
Journal on European History of Law,0
Journal on Interactive Systems,0
Journal on Mathematics Education,0
Journal on Migration and Human Security,0
Journal on Multimodal User Interfaces,0
Journal on the Use of Force and International Law,0
Journal Orthopaedi and Traumatology Surabaya,0
Journalism,0
Journalism and Communication Monographs,0
Journalism and Mass Communication Educator,0
Journalism and Mass Communication Quarterly,0
Journalism and Media,0
Journalism History,0
Journalism Practice,0
Journalism Studies,0
Journals of Gerontology - Series B Psychological Sciences and Social Sciences,0
"JP Journal of Algebra, Number Theory and Applications",0
JP Journal of Geometry and Topology,0
JPhys Photonics,0
J-Reading,0
Judaica Bohemiae,0
Judaisme Ancien - Ancient Judaism,0
Judgment and Decision Making,1
Judicature,0
Juncture,0
Junctures - The Journal for Thematic Dialogue,0
Jung Journal: Culture and Psyche,0
Juridical Tribune,0
Juridical Tribune - Review of Comparative and International Law,0
Juridicas CUC,0
Juris: Jurnal Ilmiah Syariah,0
Jurisdictie: Jurnal Hukum dan Syariah,0
Jurisprudence,0
Jurnal Arbitrer,0
Jurnal Biometrika dan Kependudukan,0
Jurnal Ekonomi Malaysia,0
Jurnal Fiqh,0
Jurnal Hukum Bisnis Bonum Commune,0
Jurnal Hukum Islam,0
Jurnal Hukum Novelty,0
Jurnal Hukum Unissula,0
Jurnal Ilmiah Al-Syir'ah,0
Jurnal Ilmiah Ilmu Terapan Universitas Jambi,0
Jurnal Ilmiah Islam Futura,0
Jurnal Ilmiah Mizani,0
Jurnal Ilmiah Peuradeun,0
Jurnal Ilmu Sosial dan Ilmu Politik,0
Jurnal IUS Kajian Hukum dan Keadilan,0
Jurnal Kajian Bali,0
Jurnal Kejuruteraan,0
Jurnal Komunikasi: Malaysian Journal of Communication,0
Jurnal Konstitusi,0
Jurnal Lektur Keagamaan,0
Jurnal Media Hukum,0
Jurnal Mekanikal,0
Jurnal Online Informatika,0
Jurnal Optimasi Sistem Industri,0
Jurnal Pendidikan Agama Islam,0
Jurnal Pendidikan IPA Indonesia,0
Jurnal Pendidikan Islam,0
Jurnal Penelitian Kehutanan Wallacea,0
Jurnal Pengabdian Hukum Indonesia,0
Jurnal Pengukuran Psikologi dan Pendidikan Indonesia,0
Jurnal Pengurusan,0
Jurnal Studi Ilmu-ilmu al-Qur'an dan Hadis,0
Jurnal Suara Hukum,0
Jurnal Sylva Lestari,0
Jurnal Teknologi,0
Jurnal Teknologi dan Industri Pangan / Journal of Food Technology and Industry,0
Jurnal Tribologi,0
JUS Rivista di Scienze Giuridiche,0
Justice Evaluation Journal,0
Justice Quarterly,0
Justice System Journal,0
"Justice, Opportunities, and Rehabilitation",0
Justicia (Barranquilla),0
Justicia Islamica,0
Juvenile and Family Court Journal,0
JVC/Journal of Vibration and Control,0
Kadim,0
Kadmos,0
Kairos (Croatia),0
Kajian Malaysia,0
Kalbotyra,0
Kant Yearbook,0
Kantian Journal,0
Kantian Review,0
Kappa Delta Pi Record,0
Karanos,0
Karbala International Journal of Modern Science,0
KARSA,0
Kasetsart Journal - Social Sciences,0
Kasetsart Journal of Social Sciences,0
Kazakhstan Archeology,0
"KazNU Bulletin. Mathematics, Mechanics, Computer Science Series",0
Keats-Shelley Journal,0
Keats-Shelley Review,0
KEDI Journal of Educational Policy,0
Kemanusiaan,0
Kennedy Institute of Ethics Journal,0
Kenyon Review,0
Kepes,0
Kervan,0
Kettenwirk-Praxis,0
Key Challenges in Geography,0
Key Engineering Materials,0
"Key Issues in Teacher Education: Policy, Research and Practice",0
