Sourcerecord ID,Source Title,ISSN,EISSN,Active or Inactive,Coverage,Titles Discontinued by Scopus Due to Quality Issues,Article Language in Source (Three-Letter ISO Language Codes),Medline-sourced Title? (See additional details under separate tab.),Open Access Status,Articles in Press Included?,Added to List Jul. 2025,Source Type,Title History Indication,Related Title 1,Other Related Title 2,Other Related Title 3,Other Related Title 4,Publisher,Publisher Imprints Grouped to Main Publisher,All Science Journal Classification Codes (ASJC),"Top level:

Life Sciences","Top level:

Social Sciences","Top level:

Physical Sciences","Top level:

Health Sciences","1000 
General","1100
Agricultural and Biological Sciences","1200
Arts and Humanities","1300
Biochemistry, Genetics and Molecular Biology","1400
Business, Management and Accounting","1500
Chemical Engineering","1600
Chemistry","1700
Computer Science","1800
Decision Sciences","1900
Earth and Planetary Sciences","2000
Economics, Econometrics and Finance","2100
Energy","2200
Engineering","2300
Environmental Science","2400
Immunology and Microbiology","2500
Materials Science","2600
Mathematics","2700
Medicine","2800
Neuroscience","2900
Nursing","3000
Pharmacology, Toxicology and Pharmaceutics","3100
Physics and Astronomy","3200
Psychology","3300
Social Sciences","3400
Veterinary","3500
Dentistry","3600
Health Professions"
21100305241,World Journal of Engineering,17085284,,Active,2014-2025,,ENG,,,Articles in Press,,Journal,,,,,,Emerald Group Publishing Ltd.,Emerald Publishing,2208; 2210; 2211; 1909; 2205,,,Physical Sciences,,,,,,,,,,,Earth and Planetary Sciences ,,,Engineering ,,,,,,,,,,,,,,
21101043442,World Journal of English Language,19250703,19250711,Active,2020-2026,,ENG,,,,,Journal,,,,,,Sciedu Press,Sciedu Press,3304; 1208; 1203; 3310,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
21100932832,"World Journal of Entrepreneurship, Management and Sustainable Development",20425961,2042597X,Active,2017-2025; 2013,,ENG,,,,,Journal,,,,,,World Association for Sustainable Development,World Association for Sustainable Development,3317; 3316; 3312; 2000; 1409; 1408; 1403,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,Social Sciences ,,,
17600155114,World Journal of Modelling and Simulation,17467233,,Inactive,2008-2017,Discontinued by Scopus,ENG,,,,,Journal,,,,,,World Academic Union,World Academic Union,2200; 2611,,,Physical Sciences,,,,,,,,,,,,,,Engineering ,,,,Mathematics ,,,,,,,,,,
21101155632,"World Journal of Science, Technology and Sustainable Development",20425945,20425953,Active,2019-2025,,ENG,,,,,Journal,,,,,,World Association for Sustainable Development,World Association for Sustainable Development,1410; 1407; 1405; 1403,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,,,,,,,,,,,,,,,,,
21100925870,World Journal on Educational Technology: Current Issues,13091506,13090348,Inactive,2018-2022,Discontinued by Scopus,ENG,,,,,Journal,,,,,,Birlesik Dunya Yenilik Arastirma ve Yayincilik Merkezi,Birlesik Dunya Yenilik Arastirma ve Yayincilik Merkezi,1405; 3304; 1701,,Social Sciences,Physical Sciences,,,,,,"Business, Management and Accounting ",,,Computer Science ,,,,,,,,,,,,,,,,Social Sciences ,,,
21100779057,World Leisure Journal,16078055,23334509,Active,2000-2025,,ENG,,,Articles in Press,,Journal,,,,,,Taylor and Francis Ltd.,Taylor & Francis,1409; 3316; 3207,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,,,,,,,,,,,,,Psychology ,Social Sciences ,,,
21100224404,World Literature Studies,13379275,13379690,Active,2009-2025,,ENG,,,,,Journal,,,,,,"Slovak academy of Sciences, Institute of World literature","Slovak academy of Sciences, Institute of World literature",1208,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,,,,
5800223318,World Literature Today,01963570,19458134,Active,2002-2025,,ENG,,,,,Journal,,,,,,University of Oklahoma,University of Oklahoma,1208,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,,,,
21101037324,World of Media,23071605,26868016,Active,2019-2025,,ENG,,Unpaywall Open Access,,,Journal,,,,,,"Lomonosov Moscow State University, Faculty of Journalism","Lomonosov Moscow State University, Faculty of Journalism",3310; 3315,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
70012,World of Metallurgy - ERZMETALL,16132394,,Active,2004-2025,,ENG,,,,,Journal,Formerly known as,"Erzmetall: Journal for Exploration, Mining and Metallurgy",,,,"GDMB Gesellschaft fur Bergbau, Metallurgie, Rohstoff- und Umwelttechnik e.V.","GDMB Gesellschaft fur Bergbau, Metallurgie, Rohstoff- und Umwelttechnik e.V.",2209; 2311; 1909; 2304,,,Physical Sciences,,,,,,,,,,,Earth and Planetary Sciences ,,,Engineering ,Environmental Science ,,,,,,,,,,,,,
18249,World of Mining - Surface and Underground,16132408,,Active,2004-2023,,ENG; GER,,,,,Journal,Formerly known as,Surface Mining - Braunkohle and Other Minerals,,,,GDMB Informationsgesellschaft mbH,GDMB Informationsgesellschaft mbH,1408; 1909,,Social Sciences,Physical Sciences,,,,,,"Business, Management and Accounting ",,,,,Earth and Planetary Sciences ,,,,,,,,,,,,,,,,,
16200154725,World of Music,00438774,,Active,2012-2024; 2002-2010,,ENG,,,,,Journal,,,,,,VWB - Verlag für Wissenschaft und Bildung,VWB - Verlag für Wissenschaft und Bildung,1210,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,,,,
15069,World Patent Information,01722190,,Active,1979-2025,,ENG,,,Articles in Press,,Journal,,,,,,Elsevier Ltd,Elsevier,1502; 2103; 1508; 1706; 2102; 2105; 3309,,Social Sciences,Physical Sciences,,,,,,,Chemical Engineering ,,Computer Science ,,,,Energy ,,,,,,,,,,,,Social Sciences ,,,
25722,World Policy Journal,07402775,,Inactive,1996-2018; 1994; 1989,,ENG,,,,,Journal,,,,,,Duke University Press,Duke University Press,3320; 3312,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
21100462919,World Political Science,,23634782,Inactive,2015-2019,,ENG,,,,,Journal,Formerly known as,World Political Science Review,,,,De Gruyter Open Ltd.,Walter de Gruyter,3320,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
17500155130,World Political Science Review,,19356226,Inactive,2009-2014,,ENG,,,,,Journal,Continued as,World Political Science,,,,Walter de Gruyter GmbH,Walter de Gruyter,3320,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
25725,World Politics,00438871,10863338,Active,1948-2023,,ENG,,,,,Journal,,,,,,Johns Hopkins University Press,Johns Hopkins University Press,3320; 3312,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
21101229997,World Regional Geography Book Series,23639083,23639091,Active,2022-2025; 2018-2020; 2015,,ENG,,,,,Book Series,,,,,,Springer Nature,Springer Nature,3317; 3305; 1904; 1901,,Social Sciences,Physical Sciences,,,,,,,,,,,Earth and Planetary Sciences ,,,,,,,,,,,,,,Social Sciences ,,,
5400152653,"World Review of Entrepreneurship, Management and Sustainable Development",17460573,17460581,Active,2005-2025,,ENG,,,,,Journal,,,,,,Inderscience Enterprises Ltd,Inderscience Publishers,2002; 2105; 1403,,Social Sciences,Physical Sciences,,,,,,"Business, Management and Accounting ",,,,,,"Economics, Econometrics and Finance ",Energy ,,,,,,,,,,,,,,,
13800154708,World Review of Intermodal Transportation Research,17494729,17494737,Active,2013-2024; 2006-2011,,ENG,,,,,Journal,,,,,,Inderscience Enterprises Ltd,Inderscience Publishers,3313; 3305,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
21100894873,World Review of Political Economy,2042891X,20428928,Active,2018-2025,,ENG,,Unpaywall Open Access,,,Journal,,,,,,Pluto Journals,Pluto Journals,3320; 2001; 3312,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,Social Sciences ,,,
21100892746,World Scientific Handbook in Financial Economics Series,20101732,20101732,Inactive,2018-2020,,ENG,,,,,Book Series,,,,,,World Scientific,World Scientific,2003,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
21101180561,World Scientific Series in Economic Theory,22512071,,Active,2023,,ENG,,,,,Book Series,,,,,,World Scientific,World Scientific,2613; 2604; 1804; 2002,,Social Sciences,Physical Sciences,,,,,,,,,,Decision Sciences ,,"Economics, Econometrics and Finance ",,,,,,Mathematics ,,,,,,,,,,
21100892595,World Scientific Series in Finance,20101082,,Active,2018-2024,,ENG,,,,,Book Series,,,,,,World Scientific,World Scientific,2003,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
21100938250,World Scientific Series in Global Health Economics and Public Policy,20102089,,Active,2024; 2022; 2020,,ENG,,,,,Book Series,,,,,,World Scientific,World Scientific,2001; 2719,,Social Sciences,,Health Sciences,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,Medicine ,,,,,,,,,
21100892754,World Scientific Studies in International Economics,17933641,,Active,2021-2023; 2018-2019,,ENG,,,,,Book Series,,,,,,World Scientific,World Scientific,3320; 2002,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,Social Sciences ,,,
21100898632,World Scientific-Now Publishers Series in Business,22513442,,Active,2023-2024; 2018-2020,,ENG,,,,,Book Series,,,,,,World Scientific,World Scientific,1400,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,,,,,,,,,,,,,,,,,
21100925886,World Sustainability Series,21997373,21997381,Active,2016-2025,,ENG,,,,,Book Series,,,,,,Springer International Publishing,Springer Nature,2300; 3305,,Social Sciences,Physical Sciences,,,,,,,,,,,,,,,Environmental Science ,,,,,,,,,,Social Sciences ,,,
21101042192,World Tax Journal,18784917,23529237,Active,2019-2025,,ENG,,,,,Journal,,,,,,International Bureau of Fiscal Documentation (IBFD),International Bureau of Fiscal Documentation (IBFD),1402; 2003; 2002; 3308,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,Social Sciences ,,,
21101180724,World Trade Institute Advanced Studies,24059331,,Active,2021-2025; 2019; 2016,,ENG,,,,,Book Series,,,,,,Brill Nijhoff,Brill,3308; 3320,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
19400158595,World Trade Review,14747456,14753138,Active,2002-2025,,ENG,,,Articles in Press,,Journal,,,,,,Cambridge University Press,Cambridge University Press,3308; 3320; 2002,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,Social Sciences ,,,
21100201535,World Transactions on Engineering and Technology Education,14462257,,Active,2009-2025,,ENG,,,,,Journal,,,,,,World Institute for Engineering and Technology Education,World Institute for Engineering and Technology Education,3304; 2200,,Social Sciences,Physical Sciences,,,,,,,,,,,,,,Engineering ,,,,,,,,,,,Social Sciences ,,,
15200154713,World Tunneling,17564107,,Inactive,2013-2014; 2008,,ENG,,,,,Trade Journal,,,,,,Mining Communications,Mining Communications,1909; 2215,,,Physical Sciences,,,,,,,,,,,Earth and Planetary Sciences ,,,Engineering ,,,,,,,,,,,,,,
22591,World Watch,08960615,,Inactive,1988-2010,,ENG,,,,,Trade Journal,,,,,,Worldwatch Institute,Worldwatch Institute,3305,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
21101075645,World Water Policy,,2639541X,Active,2019-2025,,ENG,,,Articles in Press,,Journal,,,,,,John Wiley & Sons Inc.,John Wiley & Sons,2308; 3321; 2312; 2303; 3305,,Social Sciences,Physical Sciences,,,,,,,,,,,,,,,Environmental Science ,,,,,,,,,,Social Sciences ,,,
14965,World Wide Web,1386145X,15731413,Active,1998-2025,,ENG,,,,,Journal,,,,,,Springer New York,Springer Nature,1705; 1708; 1712,,,Physical Sciences,,,,,,,,,Computer Science ,,,,,,,,,,,,,,,,,,,
21101039102,World-Systems Evolution and Global Futures,25220985,25220993,Active,2022-2025; 2018-2020,,ENG,,,,,Book Series,,,,,,Springer Science and Business Media Deutschland GmbH,Springer Nature,3320; 3312; 1202,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
17300154814,"Worldviews: Environment, Culture, Religion",13635247,15685357,Active,1997-2025,,ENG,,,Articles in Press,,Journal,,,,,,Brill Academic Publishers,Brill,2308; 1211; 1212; 3305,,Social Sciences,Physical Sciences,,,,Arts and Humanities ,,,,,,,,,,,Environmental Science ,,,,,,,,,,Social Sciences ,,,
22592,Worldwatch Paper,02708019,,Inactive,1978-2011,,ENG,,,,,Journal,,,,,,Worldwatch Institute,Worldwatch Institute,3305,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
21100262313,Worldwide Hospitality and Tourism Themes,17554217,17554225,Active,2009-2025,,ENG,,,Articles in Press,,Journal,,,,,,Emerald Group Publishing Ltd.,Emerald Publishing,2308; 1409; 3303,,Social Sciences,Physical Sciences,,,,,,"Business, Management and Accounting ",,,,,,,,,Environmental Science ,,,,,,,,,,Social Sciences ,,,
21101091736,Worldwide Waste,,23997117,Active,2018-2025,,ENG,,Unpaywall Open Access,,,Journal,,,,,,White Horse Press,White Horse Press,3300; 2311,,Social Sciences,Physical Sciences,,,,,,,,,,,,,,,Environmental Science ,,,,,,,,,,Social Sciences ,,,
21100901214,Writing and Pedagogy,17565839,17565847,Active,2025; 2018-2023; 2014,,ENG,,,,,Journal,,,,,,University of Toronto Press,University of Toronto Press,1203; 3310; 3304,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
19600162023,Writing Systems Research,17586801,1758681X,Inactive,2009-2020,,ENG,,,,,Journal,,,,,,Taylor and Francis Ltd.,Taylor & Francis,3310; 1203,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
144794,Written Communication,07410883,,Active,1984-2025,,ENG,,,Articles in Press,,Journal,,,,,,SAGE Publications Inc.,SAGE,1208; 3315,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
5800207693,Written Language and Literacy,13876732,,Active,1998-2024,,ENG,,,,,Journal,,,,,,John Benjamins Publishing Company,John Benjamins Publishing Company,3310; 1203,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
21101068961,Written Monuments of the Orient,24100145,,Active,2019-2024,,ENG; RUS,,,,,Journal,,,,,,Institute of Oriental Manuscripts of the Russian Academy of Sciences,Institute of Oriental Manuscripts of the Russian Academy of Sciences,1202; 1212; 1206; 1208,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,,,,
21101296125,Wroclawski Przeglad Teologiczny,12311731,25446460,Active,2024-2025,,ENG; GER; ITA; POL; SPA,,Unpaywall Open Access,,,Journal,,,,,,Pontifical Faculty of Theology in Wroclaw,Pontifical Faculty of Theology in Wroclaw,1212; 1211; 1202,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,,,,
13373,WSA,1356644X,,Inactive,2017-2019; 2014; 1995-2012,,ENG,,,,,Trade Journal,,,,,,WORLD TRADES PUBLISHING LTD,WORLD TRADES PUBLISHING LTD,1403; 1400; 2507,,Social Sciences,Physical Sciences,,,,,,"Business, Management and Accounting ",,,,,,,,,,,Materials Science ,,,,,,,,,,,
19700186869,WSEAS Transactions on Applied and Theoretical Mechanics,19918747,22243429,Active,2017-2025; 2015; 2008-2013,,ENG,,,,,Journal,,,,,,World Scientific and Engineering Academy and Society,WSEAS Press,1507; 2210; 2211; 2205; 2206,,,Physical Sciences,,,,,,,Chemical Engineering ,,,,,,,Engineering ,,,,,,,,,,,,,,
19600157349,WSEAS Transactions on Biology and Biomedicine,11099518,22242902,Active,2023-2025; 2009-2015,,ENG,,,,,Journal,,,,,,World Scientific and Engineering Academy and Society,WSEAS Press,1312; 1305; 1301; 2204,Life Sciences,,Physical Sciences,,,,,"Biochemistry, Genetics and Molecular Biology ",,,,,,,,,Engineering ,,,,,,,,,,,,,,
17700156006,WSEAS Transactions on Business and Economics,11099526,22242899,Active,2017-2025; 2009-2015,,ENG,,,,,Journal,,,,,,World Scientific and Engineering Academy and Society,WSEAS Press,2002; 1408; 1407; 1406,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
144806,WSEAS Transactions on Circuits and Systems,11092734,2224266X,Active,2021-2025; 2019; 2005-2014,,ENG,,,,,Journal,,,,,,World Scientific and Engineering Academy and Society,WSEAS Press,2208,,,Physical Sciences,,,,,,,,,,,,,,Engineering ,,,,,,,,,,,,,,
1900147401,WSEAS Transactions on Communications,11092742,,Inactive,2005-2014,Discontinued by Scopus,ENG,,,,,Journal,,,,,,World Scientific and Engineering Academy and Society,WSEAS Press,2208; 1705; 1706,,,Physical Sciences,,,,,,,,,Computer Science ,,,,,Engineering ,,,,,,,,,,,,,,
17700156003,WSEAS Transactions on Computer Research,19918755,,Active,2019-2025; 2008,,ENG,,,,,Journal,,,,,,World Scientific and Engineering Academy and Society,WSEAS Press,2208; 1706; 2201; 1701,,,Physical Sciences,,,,,,,,,Computer Science ,,,,,Engineering ,,,,,,,,,,,,,,
144885,WSEAS Transactions on Computers,11092750,,Inactive,2005-2014,Discontinued by Scopus,ENG,,,,,Journal,,,,,,World Scientific and Engineering Academy and Society,WSEAS Press,1700,,,Physical Sciences,,,,,,,,,Computer Science ,,,,,,,,,,,,,,,,,,,
144807,WSEAS Transactions on Electronics,11099445,24151513,Active,2019-2025; 2005-2009,,ENG,,,,,Journal,,,,,,World Scientific and Engineering Academy and Society,WSEAS Press,2208,,,Physical Sciences,,,,,,,,,,,,,,Engineering ,,,,,,,,,,,,,,
10300153374,WSEAS Transactions on Environment and Development,17905079,22243496,Active,2017-2025; 2007-2015,,ENG,,,,,Journal,,,,,,World Scientific and Engineering Academy and Society,WSEAS Press,2308; 2311; 3303; 2302; 2304; 2305,,Social Sciences,Physical Sciences,,,,,,,,,,,,,,,Environmental Science ,,,,,,,,,,Social Sciences ,,,
17700156004,WSEAS Transactions on Fluid Mechanics,17905087,2224347X,Active,2017-2025; 2009-2015,,ENG,,,,,Journal,,,,,,World Scientific and Engineering Academy and Society,WSEAS Press,1507; 3100; 2212; 2611; 2206,,,Physical Sciences,,,,,,,Chemical Engineering ,,,,,,,Engineering ,,,,Mathematics ,,,,,Physics and Astronomy ,,,,,
17700156005,WSEAS Transactions on Heat and Mass Transfer,17905044,22243461,Active,2022-2025; 2009-2015,,ENG,,,,,Journal,,,,,,World Scientific and Engineering Academy and Society,WSEAS Press,3104; 2209; 2210; 2101,,,Physical Sciences,,,,,,,,,,,,,Energy ,Engineering ,,,,,,,,,Physics and Astronomy ,,,,,
144808,WSEAS Transactions on Information Science and Applications,17900832,22243402,Active,2021-2025; 2019; 2005-2014,,ENG,,,,,Journal,,,,,,World Scientific and Engineering Academy and Society,WSEAS Press,1710; 1706,,,Physical Sciences,,,,,,,,,Computer Science ,,,,,,,,,,,,,,,,,,,
144884,WSEAS Transactions on Mathematics,11092769,,Active,2017-2025; 2005-2014,,ENG,,,,,Journal,,,,,,World Scientific and Engineering Academy and Society,WSEAS Press,2604; 2605; 2606; 1803; 2607; 2613; 2712; 2602,,Social Sciences,Physical Sciences,Health Sciences,,,,,,,,,Decision Sciences ,,,,,,,,Mathematics ,Medicine ,,,,,,,,,
19700190300,WSEAS Transactions on Power Systems,17905060,2224350X,Active,2018-2025; 2010-2014,,ENG,,,,,Journal,,,,,,World Scientific and Engineering Academy and Society,WSEAS Press,2209; 2208,,,Physical Sciences,,,,,,,,,,,,,,Engineering ,,,,,,,,,,,,,,
12100154403,WSEAS Transactions on Signal Processing,17905052,22243488,Active,2022-2025; 2008-2015,,ENG,,,,,Journal,,,,,,World Scientific and Engineering Academy and Society,WSEAS Press,1711; 2207; 2208; 2201,,,Physical Sciences,,,,,,,,,Computer Science ,,,,,Engineering ,,,,,,,,,,,,,,
144813,WSEAS Transactions on Systems,11092777,22242678,Active,2021-2025; 2019; 2005-2014,,ENG,,,,,Journal,,,,,,World Scientific and Engineering Academy and Society,WSEAS Press,2207; 1706,,,Physical Sciences,,,,,,,,,Computer Science ,,,,,Engineering ,,,,,,,,,,,,,,
17700155820,WSEAS Transactions on Systems and Control,19918763,22242856,Active,2008-2025,,ENG,,,,,Journal,,,,,,World Scientific and Engineering Academy and Society,WSEAS Press,2606; 2207,,,Physical Sciences,,,,,,,,,,,,,,Engineering ,,,,Mathematics ,,,,,,,,,,
21100897940,WSQ,07321562,19341520,Active,2023; 2018-2019,,ENG,,,,,Journal,,,,,,Feminist Press at CUNY,Feminist Press at CUNY,3318,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
21100826363,WT Werkstattstechnik,,14364980,Active,2012-2025,,ENG; GER,,,,,Journal,,,,,,VDI Fachmedien GmbH & Co. KG,VDI Fachmedien GmbH & Co. KG,2203; 2207,,,Physical Sciences,,,,,,,,,,,,,,Engineering ,,,,,,,,,,,,,,
21100241808,XLinguae,13378384,,Active,2011-2025,,CZE; ENG; ITA; SLO,,,,,Journal,,,,,,Slovenska Vzdelavacia a Obstaravacia s.r.o,Slovenska Vzdelavacia a Obstaravacia s.r.o,3310; 1211; 1203,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
12758,Yad Vashem Studies,00843296,,Active,2023-2024; 1999; 1979; 1977,,ENG,,,,,Journal,,,,,,Yad Vashem,Yad Vashem,1202; 3301; 1201,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
21101171690,Yakin Donem Turkiye Arastirmalari,13049720,25479679,Active,2019-2025,,ENG; TUR,,Unpaywall Open Access,,,Journal,,,,,,Istanbul University Press,Istanbul University Press,3312; 1202,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
5700179313,Yale French Studies,00440078,,Active,2021-2025; 2018-2019; 2002-2014,,ENG,,,,,Book Series,,,,,,Yale University Press,Yale University Press,3316; 1213; 1202; 1208; 3312,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
22852,Yale Journal on Regulation,07419457,23765925,Active,2019-2024; 1998; 1994; 1991,,ENG,,,,,Journal,,,,,,Yale Journal on Regulation,Yale Journal on Regulation,3308; 3321,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
22856,Yale Law Journal,00440094,,Active,1996-2025; 1994; 1985-1991; 1983; 1981; 1977-1979; 1973-1975,,ENG,,,,,Journal,,,,,,Yale Law Journal,Yale Law Journal,3308,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
5800161570,Yale Review,00440124,14679736,Active,2009-2024; 2003,,ENG,,,,,Journal,,,,,,Johns Hopkins University Press,Johns Hopkins University Press,1208,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,,,,
4700151735,YC Young Children,15386619,,Inactive,2006-2016,,ENG,,,,,Journal,Formerly known as,Young Children,,,,National Association for the Education of Young Children,National Association for the Education of Young Children,3304,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
16400154718,Yearbook for Traditional Music,07401558,23043857,Active,2002-2024,,ENG,,,Articles in Press,,Journal,,,,,,Cambridge University Press,Cambridge University Press,1210,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,,,,
21101147416,Yearbook International Tribunal for the Law of the Sea/Annuaire Tribunal international du droit de la mer,13896288,,Active,2024; 2014-2022; 1999-2012,,ENG; FRE,,,,,Book Series,,,,,,Brill Nijhoff,Brill,3308; 2308,,Social Sciences,Physical Sciences,,,,,,,,,,,,,,,Environmental Science ,,,,,,,,,,Social Sciences ,,,
21101176862,Yearbook of Ancient Greek Epic,2405450X,,Inactive,2017-2022,,ENG,,,,,Book Series,,,,,,Brill Academic Publishers,Brill,1208; 1205,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,,,,
21101023953,Yearbook of Antitrust and Regulatory Studies,16899024,25450115,Active,2008-2024,,ENG,,Unpaywall Open Access,,,Journal,,,,,,University of Warsaw,University of Warsaw,3308; 2002,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,Social Sciences ,,,
21101030121,Yearbook of Balkan and Baltic Studies,26137844,26137852,Active,2018-2024,,ENG,,Unpaywall Open Access,,,Journal,,,,,,ELM Scholarly Press,ELM Scholarly Press,3320; 1212; 3314; 1202; 3316; 3317,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
21101197404,Yearbook of Chinese Theology,23527684,,Inactive,2021; 2019; 2015-2017,,ENG,,,,,Book Series,,,,,,Brill Academic Publishers,Brill,1212,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,,,,
19900193982,Yearbook of Comparative and General Literature,00843695,19472978,Inactive,2012,,ENG,,,,,Journal,,,,,,"Department of Comparative Literature, Indiana University and the University","Department of Comparative Literature, Indiana University and the University",1208; 3316,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
21100829466,Yearbook of Comparative Literature,19255764,19255772,Inactive,2022; 2019; 2013-2017; 2009-2011,,ENG,,,,,Journal,,,,,,University of Toronto Press,University of Toronto Press,1212; 1202,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,,,,
21100895625,Yearbook of European Law,02633264,20450044,Active,2018-2023,,ENG,,,,,Journal,,,,,,Oxford University Press,Oxford University Press,3308; 3320,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
21101244203,Yearbook of International Disaster Law,25900846,26662531,Active,2024; 2021; 2019,,ENG,,,,,Journal,,,,,,Brill Nijhoff,Brill,3308,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
21100346214,Yearbook of International Humanitarian Law,13891359,1574096X,Active,2018-2025; 2015-2016; 1998-2013,,ENG,,,,,Journal,,,,,,Springer Nature,Springer Nature,3308,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
21101194412,Yearbook of International Organizations,22113010,,Inactive,2018-2019; 2016; 2012,,ENG,,,,,Book Series,,,,,,Brill Nijhoff,Brill,3320,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
21101178251,Yearbook of Islamic and Middle Eastern Law,13842935,13842935,Inactive,2021-2022; 2019; 2017; 2015; 2009-2012; 2006-2007; 2004; 2000-2002; 1996-1998,,ENG,,,,,Book Series,,,,,,Brill Nijhoff,Brill,3308,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
21101047932,Yearbook of Langland Studies,08902917,20310242,Active,2019-2024,,ENG,,,,,Journal,,,,,,Brepols Publishers,Brepols Publishers,1208,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,,,,
21101168050,Yearbook of Muslims in Europe,18771432,,Active,2016-2023; 2009-2014,,ENG,,,,,Book Series,,,,,,Brill Academic Publishers,Brill,3314; 3312,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
